date,open,high,low,close,volume
2022-01-24,59.79999923706055,65.0,55.599998474121094,61.20000076293945,3515
2022-01-25,60.0,62.099998474121094,59.0,61.79999923706055,1300
2022-01-26,60.20000076293945,68.80000305175781,60.20000076293945,63.20000076293945,1205
2022-01-27,64.5999984741211,64.5999984741211,52.0,56.0,5925
2022-01-28,55.79999923706055,56.400001525878906,50.79999923706055,56.20000076293945,4920
2022-01-31,55.20000076293945,68.0,55.20000076293945,63.599998474121094,6795
2022-02-01,63.400001525878906,68.0,63.0,66.80000305175781,3535
2022-02-02,67.4000015258789,69.80000305175781,66.19999694824219,67.80000305175781,2835
2022-02-03,65.30000305175781,72.0,61.79999923706055,71.19999694824219,2585
2022-02-04,70.30000305175781,71.0,64.19999694824219,66.80000305175781,2480
2022-02-07,66.80000305175781,69.0,64.19999694824219,65.0,1540
2022-02-08,66.0,67.26000213623047,63.7599983215332,65.0,620
2022-02-09,65.5999984741211,68.19999694824219,64.5999984741211,66.4000015258789,2465
2022-02-10,67.19999694824219,67.22000122070312,63.5,63.599998474121094,1765
2022-02-11,62.599998474121094,65.5999984741211,59.959999084472656,60.0,5730
2022-02-14,61.79999923706055,61.79999923706055,57.79999923706055,59.599998474121094,1635
2022-02-15,59.79999923706055,62.400001525878906,59.599998474121094,60.20000076293945,825
2022-02-16,60.5,62.79999923706055,59.900001525878906,61.0,280
2022-02-17,62.0,62.599998474121094,60.0,61.79999923706055,490
2022-02-18,61.20000076293945,61.400001525878906,60.0,60.79999923706055,375
2022-02-22,62.599998474121094,62.599998474121094,59.400001525878906,60.599998474121094,660
2022-02-23,59.400001525878906,63.58000183105469,59.20000076293945,63.0,480
2022-02-24,60.20000076293945,61.5,59.29999923706055,61.0,710
2022-02-25,62.20000076293945,62.20000076293945,60.400001525878906,60.400001525878906,310
2022-02-28,61.20000076293945,61.439998626708984,59.79999923706055,60.20000076293945,755
2022-03-01,60.20000076293945,61.0,57.20000076293945,59.20000076293945,1290
2022-03-02,59.20000076293945,59.20000076293945,57.0,59.0,1035
2022-03-03,60.599998474121094,60.599998474121094,55.400001525878906,55.400001525878906,750
2022-03-04,58.20000076293945,59.0,52.2400016784668,55.400001525878906,1160
2022-03-07,55.400001525878906,55.400001525878906,50.20000076293945,51.20000076293945,1095
2022-03-08,50.599998474121094,51.79999923706055,45.400001525878906,48.20000076293945,8155
2022-03-09,50.0,53.0,46.20000076293945,46.599998474121094,4280
2022-03-10,46.20000076293945,48.099998474121094,45.0,46.20000076293945,2025
2022-03-11,50.0,50.0,44.0,46.599998474121094,1855
2022-03-14,46.0,47.599998474121094,45.400001525878906,45.599998474121094,1115
2022-03-15,45.20000076293945,46.900001525878906,43.20000076293945,43.79999923706055,1200
2022-03-16,45.79999923706055,52.0,44.79999923706055,47.599998474121094,1710
2022-03-17,52.79999923706055,55.20000076293945,49.0,54.79999923706055,960
2022-03-18,53.79999923706055,54.599998474121094,50.20000076293945,53.20000076293945,1095
2022-03-21,53.20000076293945,53.20000076293945,51.619998931884766,53.0,920
2022-03-22,52.599998474121094,54.400001525878906,52.400001525878906,53.0,760
2022-03-23,53.400001525878906,53.400001525878906,51.20000076293945,53.0,430
2022-03-24,50.79999923706055,53.0,50.599998474121094,52.70000076293945,510
2022-03-25,51.20000076293945,53.040000915527344,51.20000076293945,51.79999923706055,500
2022-03-28,52.20000076293945,56.0,52.0,55.0,2425
2022-03-29,53.0,55.79999923706055,52.0,53.400001525878906,775
2022-03-30,53.599998474121094,56.7400016784668,50.400001525878906,52.400001525878906,3060
2022-03-31,52.0,55.20000076293945,47.0,52.79999923706055,8380
2022-04-01,54.79999923706055,55.79999923706055,49.599998474121094,49.599998474121094,915
2022-04-04,51.400001525878906,54.599998474121094,51.400001525878906,53.2599983215332,2215
2022-04-05,53.20000076293945,53.70000076293945,48.0,48.0,1605
2022-04-06,48.400001525878906,49.79999923706055,48.0,48.400001525878906,2615
2022-04-07,49.0,50.400001525878906,49.0,49.400001525878906,510
2022-04-08,50.20000076293945,50.20000076293945,44.0,45.400001525878906,1805
2022-04-11,45.400001525878906,45.400001525878906,41.400001525878906,41.400001525878906,1680
2022-04-12,41.400001525878906,43.0,41.400001525878906,42.720001220703125,1260
2022-04-13,41.400001525878906,42.599998474121094,41.0,41.20000076293945,1200
2022-04-14,40.400001525878906,41.31999969482422,36.900001525878906,37.599998474121094,3605
2022-04-18,37.599998474121094,41.400001525878906,35.18000030517578,35.20000076293945,3740
2022-04-19,34.400001525878906,35.79999923706055,33.2400016784668,33.599998474121094,1690
2022-04-20,34.5,35.779998779296875,33.0,35.20000076293945,2760
2022-04-21,35.599998474121094,35.79999923706055,31.799999237060547,32.79999923706055,2755
2022-04-22,33.0,35.599998474121094,32.79999923706055,33.20000076293945,4350
2022-04-25,33.400001525878906,34.599998474121094,31.239999771118164,31.600000381469727,1560
2022-04-26,32.0,32.0,28.979999542236328,31.399999618530273,840
2022-04-27,32.459999084472656,33.15999984741211,31.600000381469727,32.0,660
2022-04-28,32.0,32.400001525878906,31.200000762939453,31.600000381469727,135
2022-04-29,30.399999618530273,30.84000015258789,29.600000381469727,30.200000762939453,805
2022-05-02,32.0,32.599998474121094,30.600000381469727,31.399999618530273,215
2022-05-03,32.0,33.0,30.799999237060547,32.900001525878906,1560
2022-05-04,34.20000076293945,35.599998474121094,31.139999389648438,35.400001525878906,1490
2022-05-05,35.599998474121094,38.20000076293945,33.20000076293945,34.47999954223633,1470
2022-05-06,39.400001525878906,39.400001525878906,33.20000076293945,34.599998474121094,1440
2022-05-09,38.400001525878906,38.400001525878906,28.200000762939453,28.200000762939453,3300
2022-05-10,37.0,37.0,27.200000762939453,27.399999618530273,870
2022-05-11,34.599998474121094,34.599998474121094,28.200000762939453,29.700000762939453,2920
2022-05-12,30.5,30.5,27.399999618530273,28.200000762939453,1825
2022-05-13,28.600000381469727,29.200000762939453,27.600000381469727,28.299999237060547,1290
2022-05-16,30.0,31.200000762939453,29.0,31.200000762939453,395
2022-05-17,34.0,34.0,30.600000381469727,30.899999618530273,1070
2022-05-18,33.0,33.0,21.399999618530273,21.799999237060547,9145
2022-05-19,22.399999618530273,23.600000381469727,21.200000762939453,21.200000762939453,4090
2022-05-20,21.799999237060547,22.3799991607666,21.0,21.0,4010
2022-05-23,23.200000762939453,23.200000762939453,19.600000381469727,21.799999237060547,5450
2022-05-24,20.600000381469727,21.600000381469727,19.600000381469727,20.200000762939453,4510
2022-05-25,20.0,20.600000381469727,19.600000381469727,19.979999542236328,1710
2022-05-26,19.0,21.020000457763672,17.059999465942383,20.799999237060547,3975
2022-05-27,21.399999618530273,22.0,21.399999618530273,21.5,1155
2022-05-31,20.600000381469727,21.299999237060547,19.399999618530273,19.600000381469727,4385
2022-06-01,19.600000381469727,19.600000381469727,18.200000762939453,18.200000762939453,6935
2022-06-02,18.399999618530273,18.799999237060547,17.31999969482422,17.31999969482422,6260
2022-06-03,17.360000610351562,18.780000686645508,17.0,18.0,10025
2022-06-06,20.0,20.0,18.0,18.920000076293945,6190
2022-06-07,19.0,21.600000381469727,18.979999542236328,20.399999618530273,6795
2022-06-08,20.799999237060547,21.600000381469727,20.0,20.399999618530273,1840
2022-06-09,19.799999237060547,21.399999618530273,19.799999237060547,20.799999237060547,1060
2022-06-10,20.799999237060547,21.200000762939453,19.200000762939453,19.65999984741211,985
2022-06-13,19.0,19.299999237060547,17.5,18.1200008392334,1010
2022-06-14,18.1200008392334,18.1200008392334,16.940000534057617,17.239999771118164,2175
2022-06-15,17.239999771118164,18.520000457763672,17.239999771118164,17.719999313354492,505
2022-06-16,17.799999237060547,18.139999389648438,16.0,17.81999969482422,765
2022-06-17,18.479999542236328,19.079999923706055,17.34000015258789,17.6200008392334,455
2022-06-21,16.780000686645508,18.0,15.5600004196167,15.600000381469727,5415
2022-06-22,17.200000762939453,17.200000762939453,15.0,15.899999618530273,1090
2022-06-23,15.539999961853027,16.760000228881836,15.34000015258789,15.600000381469727,1485
2022-06-24,15.800000190734863,16.059999465942383,14.619999885559082,14.640000343322754,3535
2022-06-27,16.0,16.0,14.300000190734863,15.0,5160
2022-06-28,15.420000076293945,15.859999656677246,14.899999618530273,15.859999656677246,1580
2022-06-29,15.199999809265137,16.399999618530273,13.800000190734863,14.819999694824219,7595
2022-06-30,14.199999809265137,14.399999618530273,12.600000381469727,12.800000190734863,2670
2022-07-01,13.600000381469727,15.800000190734863,12.800000190734863,15.680000305175781,4850
2022-07-05,15.680000305175781,15.699999809265137,13.899999618530273,15.399999618530273,2850
2022-07-06,15.699999809265137,18.18000030517578,14.680000305175781,16.280000686645508,1320
2022-07-07,16.739999771118164,17.459999084472656,16.0,17.459999084472656,1305
2022-07-08,17.0,17.84000015258789,16.799999237060547,17.420000076293945,655
2022-07-11,18.079999923706055,18.079999923706055,17.0,17.200000762939453,305
2022-07-12,17.399999618530273,17.739999771118164,16.799999237060547,17.739999771118164,455
2022-07-13,17.200000762939453,19.540000915527344,17.200000762939453,19.100000381469727,1895
2022-07-14,19.200000762939453,20.0,18.399999618530273,19.799999237060547,1090
2022-07-15,19.860000610351562,19.860000610351562,18.600000381469727,19.200000762939453,640
2022-07-18,20.0,21.0,19.799999237060547,19.959999084472656,350
2022-07-19,20.799999237060547,21.0,20.0,20.200000762939453,1475
2022-07-20,20.399999618530273,21.0,19.600000381469727,20.799999237060547,605
2022-07-21,21.200000762939453,21.200000762939453,20.200000762939453,20.700000762939453,515
2022-07-22,20.799999237060547,20.799999237060547,19.799999237060547,20.600000381469727,430
2022-07-25,20.799999237060547,20.799999237060547,19.8799991607666,20.200000762939453,770
2022-07-26,19.399999618530273,20.799999237060547,19.399999618530273,20.200000762939453,500
2022-07-27,19.200000762939453,20.399999618530273,19.200000762939453,20.399999618530273,485
2022-07-28,20.0,20.799999237060547,20.0,20.200000762939453,455
2022-07-29,20.0,20.0,19.600000381469727,19.799999237060547,400
2022-08-01,19.6200008392334,19.65999984741211,19.0,19.200000762939453,125
2022-08-02,20.0,20.0,19.200000762939453,19.899999618530273,690
2022-08-03,20.0,20.600000381469727,19.420000076293945,20.399999618530273,385
2022-08-04,20.200000762939453,20.799999237060547,18.68000030517578,20.799999237060547,825
2022-08-05,19.020000457763672,22.0,19.020000457763672,21.459999084472656,1720
2022-08-08,22.399999618530273,22.860000610351562,21.899999618530273,22.399999618530273,1400
2022-08-09,23.399999618530273,23.399999618530273,20.600000381469727,21.0,535
2022-08-10,21.940000534057617,21.940000534057617,20.200000762939453,20.600000381469727,755
2022-08-11,20.399999618530273,21.540000915527344,20.399999618530273,20.799999237060547,790
2022-08-12,20.860000610351562,24.0,20.81999969482422,21.399999618530273,1980
2022-08-15,22.399999618530273,23.0,20.0,22.600000381469727,1805
2022-08-16,24.200000762939453,24.200000762939453,20.399999618530273,20.799999237060547,2275
2022-08-17,19.600000381469727,21.280000686645508,16.440000534057617,19.0,3795
2022-08-18,19.0,20.200000762939453,17.600000381469727,18.799999237060547,1435
2022-08-19,22.0,22.0,19.0,19.399999618530273,315
